,win,loss,76人,公牛,凯尔特人,勇士,国王,太阳,奇才,尼克斯,开拓者,快船,掘金,无主队,森林狼,步行者,活塞,湖人,火箭,灰熊,热火,爵士,独行侠,猛龙,篮网,老鹰,雄鹿,雷霆,马刺,骑士,魔术,鹈鹕,黄蜂
0,骑士,奇才,3.0,1.0,4.0,4.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,903.0,1.0,0.0,0.0,37.0,43.0,0.0,11.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,135.0,0.0,0.0,90.0
1,掘金,森林狼,0.0,1.0,33.0,26.0,0.0,1.0,1.0,10.0,0.0,3.0,4.0,612.0,16.0,3.0,1.0,26.0,61.0,2.0,2.0,3.0,8.0,8.0,1.0,0.0,2.0,21.0,54.0,46.0,0.0,0.0,0.0
2,火箭,开拓者,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,667.0,1.0,0.0,1.0,11.0,160.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,14.0,11.0,0.0,0.0,2.0
3,步行者,勇士,2.0,2.0,1.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,390.0,0.0,5.0,0.0,3.0,37.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,12.0,0.0,21.0,0.0,1.0,0.0
4,篮网,雄鹿,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0
5,爵士,快船,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,135.0,0.0,0.0,1.0,4.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
6,掘金,雄鹿,2.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,432.0,2.0,0.0,0.0,11.0,13.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,8.0,31.0,13.0,1.0,0.0,0.0,0.0
7,森林狼,勇士,0.0,1.0,3.0,48.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,649.0,17.0,2.0,0.0,9.0,59.0,0.0,6.0,0.0,2.0,1.0,0.0,3.0,8.0,15.0,16.0,20.0,0.0,0.0,0.0
8,公牛,黄蜂,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,36.0
9,湖人,马刺,0.0,2.0,2.0,18.0,0.0,8.0,0.0,1.0,2.0,1.0,1.0,572.0,3.0,0.0,0.0,95.0,46.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,64.0,13.0,0.0,0.0,2.0
10,鹈鹕,灰熊,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0
11,马刺,火箭,15.0,0.0,6.0,18.0,13.0,0.0,0.0,2.0,1.0,5.0,0.0,1484.0,0.0,1.0,2.0,16.0,204.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,7.0,162.0,10.0,1.0,0.0,2.0
12,勇士,雷霆,2.0,0.0,9.0,82.0,1.0,0.0,0.0,13.0,0.0,2.0,0.0,1214.0,1.0,0.0,1.0,28.0,122.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,56.0,42.0,40.0,1.0,1.0,1.0
13,火箭,奇才,0.0,2.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,331.0,4.0,0.0,0.0,4.0,162.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
14,猛龙,凯尔特人,0.0,1.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,1.0,0.0,0.0,1.0,15.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,30.0,0.0,0.0,0.0
15,76人,活塞,28.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,202.0,0.0,1.0,0.0,4.0,10.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0
16,魔术,独行侠,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
17,热火,老鹰,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,骑士,猛龙,0.0,1.0,14.0,28.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,616.0,2.0,0.0,1.0,7.0,20.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0,65.0,2.0,0.0,0.0
19,爵士,湖人,14.0,8.0,7.0,8.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,159.0,1.0,0.0,0.0,24.0,15.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
20,太阳,国王,1.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
21,快船,马刺,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,260.0,0.0,0.0,2.0,10.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,52.0,4.0,2.0,0.0,0.0
22,骑士,独行侠,4.0,1.0,7.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,335.0,1.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,24.0,65.0,0.0,0.0,0.0
23,独行侠,开拓者,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,272.0,1.0,0.0,0.0,4.0,30.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,18.0,4.0,0.0,0.0,0.0
24,雄鹿,凯尔特人,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0
25,掘金,步行者,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,144.0,0.0,2.0,1.0,2.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,1.0
26,热火,老鹰,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
27,76人,篮网,55.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,168.0,3.0,0.0,0.0,3.0,9.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0
28,魔术,尼克斯,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
29,公牛,奇才,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
30,雷霆,鹈鹕,1.0,0.0,19.0,8.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,319.0,0.0,2.0,0.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,48.0,10.0,7.0,0.0,4.0,3.0
31,掘金,雷霆,7.0,0.0,9.0,25.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,827.0,3.0,4.0,1.0,11.0,86.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,27.0,39.0,24.0,14.0,0.0,0.0,5.0
32,爵士,森林狼,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,158.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,23.0,0.0,0.0,0.0
33,国王,湖人,0.0,3.0,8.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,167.0,0.0,0.0,0.0,39.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0
34,步行者,快船,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0
35,勇士,太阳,0.0,17.0,0.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,6.0,14.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,8.0,0.0,0.0,0.0
36,76人,老鹰,55.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0
37,火箭,雷霆,3.0,3.0,10.0,89.0,1.0,0.0,0.0,3.0,1.0,7.0,0.0,855.0,2.0,0.0,0.0,29.0,246.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,4.0,6.0,10.0,35.0,1.0,1.0,1.0
38,开拓者,灰熊,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,湖人,掘金,2.0,2.0,5.0,15.0,0.0,1.0,1.0,0.0,7.0,2.0,1.0,1007.0,3.0,0.0,0.0,287.0,30.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,36.0,2.0,1.0,2.0,1.0
40,76人,黄蜂,39.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0
41,活塞,篮网,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,38.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0
42,老鹰,魔术,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,活塞,尼克斯,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,66.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
44,凯尔特人,猛龙,0.0,0.0,168.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,424.0,3.0,0.0,0.0,5.0,27.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,8.0,2.0,11.0,0.0,0.0,0.0
45,勇士,国王,0.0,0.0,2.0,10.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,134.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0,0.0,0.0,0.0
46,火箭,黄蜂,1.0,0.0,4.0,5.0,3.0,0.0,3.0,4.0,0.0,3.0,2.0,296.0,2.0,0.0,0.0,21.0,166.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,8.0,13.0,0.0,0.0,5.0
47,篮网,热火,1.0,14.0,1.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,296.0,12.0,0.0,0.0,7.0,22.0,0.0,19.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,1.0
48,奇才,黄蜂,0.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
49,雄鹿,湖人,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,129.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,25.0,0.0,0.0,0.0
50,雄鹿,勇士,1.0,0.0,1.0,22.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,437.0,0.0,0.0,0.0,13.0,24.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,1.0
51,马刺,雷霆,1.0,3.0,9.0,14.0,1.0,0.0,1.0,64.0,0.0,5.0,0.0,1067.0,8.0,0.0,0.0,25.0,55.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,39.0,108.0,11.0,0.0,0.0,4.0
52,骑士,鹈鹕,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,420.0,1.0,0.0,0.0,4.0,8.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,84.0,0.0,2.0,0.0
53,火箭,太阳,0.0,3.0,6.0,36.0,1.0,5.0,3.0,2.0,0.0,10.0,1.0,829.0,1.0,0.0,1.0,19.0,257.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,19.0,23.0,0.0,0.0,1.0
54,爵士,灰熊,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,94.0,1.0,0.0,0.0,2.0,8.0,5.0,1.0,21.0,2.0,0.0,5.0,0.0,0.0,2.0,22.0,2.0,0.0,0.0,0.0
55,森林狼,独行侠,5.0,0.0,9.0,1.0,0.0,0.0,0.0,24.0,0.0,5.0,0.0,213.0,8.0,3.0,0.0,6.0,17.0,2.0,2.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0
56,开拓者,快船,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,57.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
57,公牛,魔术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
58,黄蜂,尼克斯,1.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,136.0,0.0,0.0,0.0,3.0,32.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0
59,步行者,国王,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,32.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
60,森林狼,老鹰,4.0,4.0,5.0,13.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,174.0,15.0,0.0,0.0,8.0,31.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,26.0,6.0,0.0,0.0,1.0
61,骑士,黄蜂,1.0,3.0,3.0,9.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,478.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,29.0,74.0,0.0,0.0,29.0
62,热火,公牛,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
63,活塞,奇才,1.0,0.0,1.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,6.0,4.0,13.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
64,凯尔特人,爵士,0.0,0.0,116.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,335.0,4.0,0.0,0.0,6.0,27.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,16.0,3.0,0.0,0.0,0.0
65,马刺,勇士,0.0,0.0,8.0,34.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,551.0,0.0,1.0,2.0,5.0,42.0,0.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,116.0,15.0,0.0,0.0,0.0
66,灰熊,森林狼,5.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,476.0,26.0,0.0,0.0,24.0,63.0,12.0,2.0,10.0,24.0,1.0,3.0,0.0,1.0,7.0,43.0,48.0,1.0,1.0,2.0
67,黄蜂,篮网,6.0,2.0,10.0,10.0,2.0,12.0,1.0,2.0,0.0,1.0,0.0,428.0,0.0,2.0,1.0,22.0,23.0,0.0,25.0,0.0,6.0,0.0,2.0,2.0,1.0,3.0,14.0,30.0,0.0,2.0,22.0
68,76人,尼克斯,57.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,150.0,1.0,1.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0
69,湖人,独行侠,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,53.0,21.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0
70,灰熊,开拓者,4.0,1.0,14.0,7.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,245.0,4.0,1.0,3.0,9.0,46.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,11.0,22.0,0.0,0.0,1.0
71,步行者,勇士,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,8.0,0.0,4.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0
72,篮网,魔术,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,1.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
73,热火,骑士,3.0,11.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,351.0,2.0,0.0,1.0,9.0,34.0,0.0,21.0,1.0,3.0,0.0,1.0,0.0,14.0,2.0,11.0,48.0,0.0,1.0,1.0
74,凯尔特人,太阳,20.0,0.0,71.0,26.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,219.0,1.0,0.0,0.0,3.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
75,快船,太阳,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,43.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
76,勇士,老鹰,1.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,1.0,0.0,0.0,6.0,18.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0
77,猛龙,掘金,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,6.0,0.0,0.0,34.0,14.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0
78,火箭,公牛,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,6.0,0.0,0.0,13.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
79,快船,雄鹿,10.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,98.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,0.0,0.0,0.0
80,奇才,马刺,1.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,185.0,0.0,0.0,0.0,2.0,8.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,1.0,0.0,0.0,0.0
81,独行侠,国王,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
82,开拓者,鹈鹕,2.0,1.0,15.0,5.0,0.0,5.0,1.0,1.0,20.0,0.0,0.0,177.0,0.0,0.0,0.0,6.0,27.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,9.0,7.0,5.0,0.0,8.0,1.0
83,鹈鹕,湖人,4.0,3.0,55.0,7.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,494.0,8.0,1.0,0.0,78.0,15.0,2.0,3.0,0.0,3.0,0.0,17.0,0.0,0.0,4.0,38.0,41.0,1.0,17.0,1.0
84, 76人,掘金,88.0,5.0,5.0,20.0,42.0,1.0,0.0,2.0,26.0,2.0,2.0,622.0,0.0,0.0,0.0,38.0,41.0,0.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,3.0,16.0,34.0,0.0,2.0,2.0
85,活塞,湖人,2.0,2.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,274.0,0.0,0.0,4.0,73.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
86,骑士,猛龙,11.0,3.0,10.0,21.0,3.0,0.0,0.0,2.0,4.0,3.0,2.0,1258.0,2.0,0.0,0.0,13.0,39.0,1.0,13.0,1.0,2.0,21.0,2.0,0.0,1.0,8.0,30.0,235.0,0.0,0.0,18.0
87,爵士,勇士,3.0,3.0,4.0,44.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,308.0,1.0,0.0,0.0,11.0,53.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,1.0,6.0
88,公牛,老鹰,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,开拓者,雷霆,4.0,0.0,13.0,7.0,1.0,0.0,0.0,4.0,40.0,0.0,7.0,763.0,2.0,0.0,0.0,33.0,38.0,0.0,3.0,0.0,14.0,0.0,2.0,0.0,2.0,52.0,41.0,27.0,0.0,1.0,1.0
90,尼克斯,奇才,10.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
91,雄鹿,马刺,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,2.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,1.0,0.0,0.0,0.0
92,火箭,老鹰,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,386.0,1.0,0.0,0.0,3.0,99.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,34.0,0.0,0.0,0.0
93,凯尔特人,国王,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,185.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0
94,快船,猛龙,13.0,0.0,3.0,13.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,125.0,0.0,0.0,0.0,2.0,28.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
95,步行者,热火,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0,0.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,火箭,鹈鹕,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,278.0,0.0,0.0,0.0,12.0,122.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,1.0,0.0
97,活塞,公牛,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
98,骑士,太阳,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,2.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,0.0,0.0,0.0
99,魔术,太阳,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
100,黄蜂,独行侠,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,7.0
101,76人,森林狼,30.0,4.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,183.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,24.0,7.0,0.0,0.0
