,address,teams,page
0,https://bbs.hupu.com/21840948.html,"('马刺', '火箭')",64
1,https://bbs.hupu.com/21843340.html,"('国王', '湖人')",10
2,https://bbs.hupu.com/21843041.html,"('开拓者', '灰熊')",3
3,https://bbs.hupu.com/21842862.html,"('掘金', '雄鹿')",17
